asin,product_name,category,category_encoded,marketplace_region,region_encoded,price,cost,sourcing_cost,monthly_sales,monthly_revenue,monthly_profit,margin_pct,rating,num_reviews,competition,listing_score,fulfillment_type,is_winner,is_profitable,product_url,image_url
B073BRXPZX,Lenovo 300 Wired Plug & Play USB Mouse; High Resolution 1600 DPI Optical Sensor; 3-Butt...,Consumer Electronics,0,US,1,4.99,1.33,1.33,312,1556.88,274.56,17.6,4.4,25886,1,8,Amazon FBA,1,1,https://www.amazon.in/Lenovo-GX30M39704-300-USB-Mouse/dp/B073BRXPZX/ref=sr_1_226?qid=1672903006&s=computers&sr=1-226,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41NF7VStoSL._SX300_SY300_QL70_FMwebp_.jpg
B08LHTJTBB,Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop ...,Consumer Electronics,0,EU,2,6.66,1.58,1.58,99,659.34,124.74,18.9,4.4,4736,3,8,Amazon FBA,0,0,https://www.amazon.in/Dyazo-Computer-Adjustable-Ergonomic-Compatible/dp/B08LHTJTBB/ref=sr_1_228?qid=1672903006&s=computers&sr=1-228,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41bvBlmqDdL._SX300_SY300_QL70_FMwebp_.jpg
B07VTFN6HM,Western Digital WD 2TB My Passport Portable Hard Disk Drive; USB 3.0 with  Automatic Ba...,Consumer Electronics,0,UK,3,53.32,19.13,19.13,449,23940.68,2940.95,12.3,4.4,73005,3,8,Amazon FBA,0,0,https://www.amazon.in/Passport-Portable-External-Drive-Black/dp/B07VTFN6HM/ref=sr_1_229?qid=1672903006&s=computers&sr=1-229,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31iDEczWTWL._SX300_SY300_QL70_FMwebp_.jpg
B008QS9J6Y,Logitech C270 Digital HD Webcam with Widescreen HD Video Calling; HD Light Correction; ...,Consumer Electronics,0,UAE,4,88.05,33.23,33.23,248,21836.4,4250.72,19.5,4.3,20398,3,8,Amazon FBA,1,1,https://www.amazon.in/Logitech-C270-HD-Webcam-Black/dp/B008QS9J6Y/ref=sr_1_230?qid=1672903006&s=computers&sr=1-230,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/316Q0fvU+2L._SY300_SX300_.jpg
B09M8888DM,Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),Consumer Electronics,0,IN,0,499.0,184.84,184.84,82,40918.0,4001.6,9.8,4.3,2125,1,8,Amazon FBA,0,0,https://www.amazon.in/Portronics-MPORT-Ports-USB-Connector/dp/B09M8888DM/ref=sr_1_231?qid=1672903006&s=computers&sr=1-231,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21UKIwf0IVL._SX300_SY300_QL70_FMwebp_.jpg
B07Z1YVP72,"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook; Wrinkle Free; Pad...",Consumer Electronics,0,US,1,5.41,1.42,1.42,175,946.75,199.5,21.1,4.3,11330,2,9,Amazon FBA,1,1,https://www.amazon.in/AirCase-15-6-Inch-MacBook-Protective-Neoprene/dp/B07Z1YVP72/ref=sr_1_232?qid=1672903006&s=computers&sr=1-232,https://m.media-amazon.com/images/I/41GogihEYeL._SX300_SY300_QL70_FMwebp_.jpg
B082FTPRSK,Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Por...,Consumer Electronics,0,EU,2,11.1,4.14,4.14,312,3463.2,-751.92,-21.7,4.2,27441,2,9,Amazon FBA,0,0,https://www.amazon.in/Zinq-Technologies-Cool-Slate-Five/dp/B082FTPRSK/ref=sr_1_233?qid=1672903006&s=computers&sr=1-233,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/516xGB5Bt+L._SY300_SX300_.jpg
B09RF2QXGX,Gizga Essentials Webcam Cover; Privacy Protector Webcam Cover Slide; Compatible with La...,Consumer Electronics,0,UK,3,4.5,0.85,0.85,28,126.0,14.56,11.6,4.3,255,1,8,Amazon FBA,0,0,https://www.amazon.in/Gizga-Essentials-Compatible-Smartphone-Security/dp/B09RF2QXGX/ref=sr_1_234?qid=1672903006&s=computers&sr=1-234,https://m.media-amazon.com/images/I/31ZJqJC4frL._SX300_SY300_QL70_FMwebp_.jpg
B01KK0HU3Y,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200D...,Consumer Electronics,0,UAE,4,39.78,12.9,12.9,277,11019.06,590.01,5.4,4.2,23174,3,8,Amazon FBA,0,0,https://www.amazon.in/HP-Z3700-Wireless-Mouse-Modern/dp/B01KK0HU3Y/ref=sr_1_236?qid=1672903006&s=computers&sr=1-236,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31R5FtHMDiL._SY300_SX300_QL70_FMwebp_.jpg
B07JF9B592,MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),Consumer Electronics,0,IN,0,478.0,161.18,161.18,275,131450.0,12933.25,9.8,3.8,20218,2,7,Amazon FBA,0,0,https://www.amazon.in/Maono-AU-400-Lavalier-Microphone-Black/dp/B07JF9B592/ref=sr_1_237?qid=1672903006&s=computers&sr=1-237,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/413viCgpI+L._SY300_SX300_.jpg
B086394NY5,TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regul...,Consumer Electronics,0,US,1,16.86,5.17,5.17,190,3203.4,199.5,6.2,4.3,11074,3,8,Amazon FBA,0,0,https://www.amazon.in/TABLE-MAGIC-Midnight-Adjustable-Multiple/dp/B086394NY5/ref=sr_1_238?qid=1672903006&s=computers&sr=1-238,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/411ZrOollDL._SX300_SY300_QL70_FMwebp_.jpg
B00NH11PEY,AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer; Printe...,Consumer Electronics,0,EU,2,4.99,0.92,0.92,652,3253.48,515.08,15.8,4.5,74976,2,9,Amazon FBA,1,1,https://www.amazon.in/AmazonBasics-Extension-Cable-Male-Female/dp/B00NH11PEY/ref=sr_1_239?qid=1672903006&s=computers&sr=1-239,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg
B017PDR9N0,GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder; Desktop Stand; Cradle; D...,Consumer Electronics,0,UK,3,4.5,0.93,0.93,357,1606.5,114.24,7.1,4.1,25607,2,8,Amazon FBA,0,0,https://www.amazon.in/Generic-Multi-Angle-tablets-Samsung-paperwhite-Phablets/dp/B017PDR9N0/ref=sr_1_240?qid=1672903006&s=computers&sr=1-240,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41wL36XZGXL._SX300_SY300_QL70_FMwebp_.jpg
B07NC12T2R,boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback; IPX5 and Integrated Co...,Consumer Electronics,0,UAE,4,79.6,25.56,25.56,433,34466.8,8655.67,25.1,4.2,41226,4,8,Amazon FBA,1,1,https://www.amazon.in/Stone-650-Wireless-Bluetooth-Speaker/dp/B07NC12T2R/ref=sr_1_241?qid=1672903007&s=computers&sr=1-241,https://m.media-amazon.com/images/I/41rfSd9spqL._SX300_SY300_QL70_FMwebp_.jpg
B07WKBD37W,ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A;...,Home & Kitchen,1,IN,0,425.0,154.03,154.03,69,29325.0,2274.93,7.8,4.0,2581,3,8,Amazon FBA,0,0,https://www.amazon.in/ESnipe-Mart-Worldwide-Protected-Electrical/dp/B07WKBD37W/ref=sr_1_242?qid=1672903007&s=computers&sr=1-242,https://m.media-amazon.com/images/I/31w-19-3fSL._SY300_SX300_QL70_FMwebp_.jpg
B08JMC1988,"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback; 1.75"" Driver; IPX7 & T...",Consumer Electronics,0,US,1,12.04,4.18,4.18,200,2408.0,-238.0,-9.9,4.1,18331,5,7,Amazon FBA,0,0,https://www.amazon.in/boAt-Stone-Bluetooth-Speaker-Black/dp/B08JMC1988/ref=sr_1_243?qid=1672903007&s=computers&sr=1-243,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41aZf9i-QzL._SX300_SY300_QL70_FMwebp_.jpg
B09GFN8WZL,Portronics Ruffpad 8.5M Multicolor LCD Writing Pad with Screen 21.5cm (8.5-inch) for Dr...,Consumer Electronics,0,EU,2,4.99,1.39,1.39,79,394.21,16.59,4.2,4.1,1779,3,8,Amazon FBA,0,0,https://www.amazon.in/Portronics-Ruffpad-Multicolor-8-5-inch-Handwriting/dp/B09GFN8WZL/ref=sr_1_244?qid=1672903007&s=computers&sr=1-244,https://m.media-amazon.com/images/I/31NR4qCjJyL._SX300_SY300_QL70_FMwebp_.jpg
B095X38CJS,BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pac...,Consumer Electronics,0,UK,3,4.5,1.2,1.2,31,139.5,4.96,3.6,4.3,388,3,8,Amazon FBA,0,0,https://www.amazon.in/BRUSTRO-Copytinta-Coloured-Bright-Printing/dp/B095X38CJS/ref=sr_1_245?qid=1672903007&s=computers&sr=1-245,https://m.media-amazon.com/images/I/41WggyozHQL._SX300_SY300_QL70_FMwebp_.jpg
B07ZKD8T1Q,Cuzor 12V Mini ups for WiFi Router | Power Backup up to 4 Hours | Replaceable Battery |...,Consumer Electronics,0,UAE,4,66.33,21.41,21.41,187,12403.71,2560.03,20.6,4.5,8656,4,8,Amazon FBA,1,1,https://www.amazon.in/Cuzor-Router-Switching-Moisture-Resistant/dp/B07ZKD8T1Q/ref=sr_1_246?qid=1672903007&s=computers&sr=1-246,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31VtFl2O33L._SX300_SY300_QL70_FMwebp_.jpg
B07G3YNLJB,Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),Consumer Electronics,0,IN,0,1815.0,677.8,677.8,774,1404810.0,263810.16,18.8,4.5,92925,3,9,Amazon FBA,1,1,https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/dp/B07G3YNLJB/ref=sr_1_247?qid=1672903007&s=computers&sr=1-247,https://m.media-amazon.com/images/I/31foPNxmwsL._SX300_SY300_QL70_FMwebp_.jpg
B00P93X2H6,Classmate Pulse Spiral Notebook - 240 mm x 180 mm; Soft Cover; 200 Pages; Unruled,Consumer Electronics,0,US,1,4.99,0.91,0.91,45,224.55,59.4,26.5,4.1,1269,4,9,Amazon FBA,0,0,https://www.amazon.in/Classmate-Pulse-Spiral-Notebook-Unruled/dp/B00P93X2H6/ref=sr_1_248?qid=1672903007&s=computers&sr=1-248,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51o0rLZiIjL._SX300_SY300_QL70_FMwebp_.jpg
B0798PJPCL,Portronics My buddy plus Adjustable Laptop cooling Table (Brown),Consumer Electronics,0,EU,2,20.99,6.49,6.49,287,6024.13,238.21,4.0,4.3,17394,2,9,Amazon FBA,0,0,https://www.amazon.in/Portronics-POR-895-Adjustable-Laptop-Table/dp/B0798PJPCL/ref=sr_1_249?qid=1672903007&s=computers&sr=1-249,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41lS2bd15fL._SX300_SY300_QL70_FMwebp_.jpg
B09GFWJDY1,ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with Supporting Bluetooth v5.0; ...,Consumer Electronics,0,UK,3,4.75,0.9,0.9,184,874.0,121.44,13.9,3.6,9169,3,7,Amazon FBA,0,0,https://www.amazon.in/ZEBRONICS-Zeb-Evolve-Supporting-Metallic-Blue/dp/B09GFWJDY1/ref=sr_1_250?qid=1672903007&s=computers&sr=1-250,https://m.media-amazon.com/images/I/31gZM-XkOtL._SX300_SY300_QL70_FMwebp_.jpg
B09MZ6WZ6V,INOVERA World Map Extended Anti Slip Rubber Gaming Stitched Mouse Pad Desk Mat for Comp...,Consumer Electronics,0,UAE,4,22.08,4.69,4.69,57,1258.56,344.28,27.4,4.4,1030,3,9,Amazon FBA,0,0,https://www.amazon.in/INOVERA-Extended-Rubber-Stitched-Computer/dp/B09MZ6WZ6V/ref=sr_1_251?qid=1672903007&s=computers&sr=1-251,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ep+i03RsL._SX300_SY300_.jpg
B094QZLJQ6,Seagate One Touch 2TB External HDD with Password Protection – Black; for Windows and Ma...,Consumer Electronics,0,IN,0,5799.0,1957.37,1957.37,427,2476173.0,664706.63,26.8,4.5,50273,4,8,Amazon FBA,1,1,https://www.amazon.in/Seagate-Touch-External-Password-Protection/dp/B094QZLJQ6/ref=sr_1_252?qid=1672903007&s=computers&sr=1-252,https://m.media-amazon.com/images/I/41BWhztt6EL._SX300_SY300_QL70_FMwebp_.jpg
B07L3NDN24,ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX; USB and Volume Control (Bl...,Consumer Electronics,0,US,1,6.01,1.5,1.5,145,871.45,240.7,27.6,3.9,6742,3,7,Amazon FBA,1,1,https://www.amazon.in/Zebronics-Zeb-Fame-Multi-Speakers-Control/dp/B07L3NDN24/ref=sr_1_253?qid=1672903007&s=computers&sr=1-253,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51X7oG9862L._SX300_SY300_QL70_FMwebp_.jpg
B08WD18LJZ,TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet; Kids Drawing Pad 8.5 I...,Consumer Electronics,0,EU,2,4.99,0.93,0.93,57,284.43,47.31,16.6,4.0,1208,4,7,Amazon FBA,0,0,https://www.amazon.in/TVARA-Writing-Tablet-Inch-Note/dp/B08WD18LJZ/ref=sr_1_254?qid=1672903007&s=computers&sr=1-254,https://m.media-amazon.com/images/I/518mUXLlFZS._SX300_SY300_QL70_FMwebp_.jpg
B09CMM3VGK,Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable; PD Techn...,Consumer Electronics,0,UK,3,4.5,1.14,1.14,70,315.0,14.7,4.7,4.0,1933,4,7,Amazon FBA,0,0,https://www.amazon.in/Ambrane-Charging-Unbreakable-Braided-Connector/dp/B09CMM3VGK/ref=sr_1_255?qid=1672903007&s=computers&sr=1-255,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg
B06XDKWLJH,Western Digital WD 1.5TB Elements Portable Hard Disk Drive; USB 3.0; Compatible with PC...,Consumer Electronics,0,UAE,4,196.86,64.28,64.28,255,50199.3,18648.15,37.1,4.4,25006,2,8,Amazon FBA,1,1,https://www.amazon.in/Elements-Portable-External-Drive-Black/dp/B06XDKWLJH/ref=sr_1_256?qid=1672903007&s=computers&sr=1-256,https://m.media-amazon.com/images/I/31YZ2ZYT66L._SX300_SY300_QL70_FMwebp_.jpg
B01J1CFO5I,Redgear MP35 Speed-Type Gaming Mousepad (Black/Red),Consumer Electronics,0,IN,0,299.0,102.6,102.6,400,119600.0,2244.0,1.9,4.6,33434,2,9,Amazon FBA,0,0,https://www.amazon.in/Redgear-MP35-Speed-Type-Gaming-Mousepad/dp/B01J1CFO5I/ref=sr_1_257?qid=1672903007&s=computers&sr=1-257,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41NYfAbBY2L._SX300_SY300_QL70_FMwebp_.jpg
B07J2NGB69,Lenovo 400 Wireless Mouse; 1200DPI Optical Sensor; 2.4GHz Wireless Nano USB; 3-Button (...,Consumer Electronics,0,US,1,7.58,1.87,1.87,117,886.86,271.44,30.6,4.4,6301,4,9,Amazon FBA,1,1,https://www.amazon.in/Lenovo-GY50R91293-Wireless-Mouse-Black/dp/B07J2NGB69/ref=sr_1_258?qid=1672903007&s=computers&sr=1-258,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31C+JNS-7PL._SY300_SX300_.jpg
B00MUTWLW4,Logitech K480 Wireless Multi-Device Keyboard for Windows; macOS; iPadOS; Android or Chr...,Consumer Electronics,0,EU,2,28.83,9.7,9.7,239,6890.37,382.4,5.5,4.4,22618,1,9,Amazon FBA,0,0,https://www.amazon.in/Logitech-Multi-Device-Bluetooth-Keyboard-Black/dp/B00MUTWLW4/ref=sr_1_259?qid=1672903007&s=computers&sr=1-259,https://m.media-amazon.com/images/I/41hzQslWQlL._SX300_SY300_QL70_FMwebp_.jpg
B08QSC1XY8,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charg...,Consumer Electronics,0,UK,3,4.5,0.96,0.96,49,220.5,13.72,6.2,4.3,974,2,9,Amazon FBA,0,0,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSC1XY8/ref=sr_1_260?qid=1672903007&s=computers&sr=1-260,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg
B017NC2IPM,RESONATE RouterUPS CRU12V2A | Zero Drop | UPS for WiFi Router | Mini UPS | Up to 4 Hour...,Consumer Electronics,0,UAE,4,79.6,24.62,24.62,304,24198.4,5946.24,24.6,4.3,20342,4,9,Amazon FBA,1,1,https://www.amazon.in/Resonate-RouterUPS-CRU12V2-Backup-Router/dp/B017NC2IPM/ref=sr_1_261?qid=1672903007&s=computers&sr=1-261,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/318egjvJ0mL._SX300_SY300_QL70_FMwebp_.jpg
B00N1U7JXM,"3M Post-it Sticky Note Cube; 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For not...",Consumer Electronics,0,IN,0,149.0,36.9,36.9,198,29502.0,4623.3,15.7,4.4,7429,2,8,Amazon FBA,1,1,https://www.amazon.in/Post-Cubes-sheets-colours-inches/dp/B00N1U7JXM/ref=sr_1_262_mod_primary_new?qid=1672903007&s=computers&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-262,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41yNejBMf+L._SY300_SX300_.jpg
B08HQL67D6,OFIXO Multi-Purpose Laptop Table/Study Table/Bed Table/Foldable and Portable Wooden/Wri...,Consumer Electronics,0,US,1,7.22,1.5,1.5,321,2317.62,844.23,36.4,4.0,26423,3,8,Amazon FBA,1,1,https://www.amazon.in/OFIXO-Multi-Purpose-Foldable-Portable-Writing/dp/B08HQL67D6/ref=sr_1_264?qid=1672903007&s=computers&sr=1-264,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41tWgm56a0L._SX300_SY300_QL70_FMwebp_.jpg
B09RKFBCV7,"Fire-Boltt Ninja Calling 1.69"" Bluetooth Calling Smart Watch; Dial Pad; Speaker; AI Voi...",Consumer Electronics,0,EU,2,22.21,6.25,6.25,315,6996.15,340.2,4.9,4.2,31305,3,8,Amazon FBA,0,0,https://www.amazon.in/Fire-Boltt-Bluetooth-Smartwatch-Monitoring-Assistant/dp/B09RKFBCV7/ref=sr_1_265?qid=1672903008&s=computers&sr=1-265,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41W4O2H532L._SX300_SY300_QL70_FMwebp_.jpg
B08KHM9VBJ,Airtel AMF-311WW Data Card (Black); 4g Hotspot Support with 2300 Mah Battery,Consumer Electronics,0,UK,3,19.99,6.28,6.28,143,2858.57,150.15,5.3,3.8,11213,4,8,Amazon FBA,0,0,https://www.amazon.in/Airtel-DigitalTV-Hotspot-Router-ongle/dp/B08KHM9VBJ/ref=sr_1_266?qid=1672903008&s=computers&sr=1-266,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31pnooau8vS._SX300_SY300_QL70_FMwebp_.jpg
B01IOZUHRS,Gizga Essentials Laptop Power Cable Cord- 3 Pin Adapter Isi Certified(1 Meter/3.3 Feet),Consumer Electronics,0,UAE,4,18.0,4.41,4.41,172,3096.0,595.12,19.2,4.1,10174,3,8,Amazon FBA,1,1,https://www.amazon.in/Gizga-Essentials-Laptop-Adapter-Certified/dp/B01IOZUHRS/ref=sr_1_267?qid=1672903008&s=computers&sr=1-267,https://m.media-amazon.com/images/I/41nub-26HfL._SX300_SY300_QL70_FMwebp_.jpg
B00CEQEGPI,Logitech MK270r USB Wireless Keyboard and Mouse Set for Windows; 2.4 GHz Wireless; Spil...,Consumer Electronics,0,IN,0,1345.0,392.5,392.5,274,368530.0,109060.22,29.6,4.2,17413,3,8,Amazon FBA,1,1,https://www.amazon.in/Logitech-Wireless-mk270r-Keyboard-Mouse/dp/B00CEQEGPI/ref=sr_1_268?qid=1672903008&s=computers&sr=1-268,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41X6hey-ExL._SX300_SY300_QL70_FMwebp_.jpg
B08B6XWQ1C,DIGITEK® (DTR-200MT) (18 CM) Portable & Flexible Mini Tripod with Mobile Holder & 360 D...,Consumer Electronics,0,US,1,4.99,0.9,0.9,171,853.29,235.98,27.7,4.2,6676,5,8,Amazon FBA,1,1,https://www.amazon.in/DIGITEK-Portable-Flexible-Compact-Operating/dp/B08B6XWQ1C/ref=sr_1_269?qid=1672903008&s=computers&sr=1-269,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Vt3iyEaIL._SX300_SY300_QL70_FMwebp_.jpg
B01DGVKBC6,FEDUS Cat6 Ethernet Cable; 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable;...,Consumer Electronics,0,EU,2,4.99,1.15,1.15,175,873.25,108.5,12.4,4.4,8076,3,9,Amazon FBA,0,0,https://www.amazon.in/Technotech-Ethernet-Network-Patch-Cable/dp/B01DGVKBC6/ref=sr_1_270?qid=1672903008&s=computers&sr=1-270,https://m.media-amazon.com/images/I/51jNo4QNTNL._SY445_SX342_QL70_FMwebp_.jpg
B008FWZGSG,Samsung Original Type C to C Cable - 3.28 Feet (1 Meter); White,Consumer Electronics,0,UK,3,5.7,1.25,1.25,24,136.8,22.08,16.1,4.3,355,2,8,Amazon FBA,0,0,https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=sr_1_271?qid=1672903008&s=computers&sr=1-271,https://m.media-amazon.com/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg
B08JD36C6H,Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),Consumer Electronics,0,UAE,4,18.0,3.56,3.56,246,4428.0,902.82,20.4,4.1,18656,3,9,Amazon FBA,1,1,https://www.amazon.in/Kingston-DataTraveler-Exodia-DTX-Flash/dp/B08JD36C6H/ref=sr_1_272?qid=1672903008&s=computers&sr=1-272,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21e4IoLXBFL._SY300_SX300_QL70_FMwebp_.jpg
B00E3DVQFS,Duracell Rechargeable AA 2500mAh Batteries; 4 Pcs,Consumer Electronics,0,IN,0,879.0,333.63,333.63,416,365664.0,52245.44,14.3,4.4,31599,2,8,Amazon FBA,0,0,https://www.amazon.in/Duracell-Ultra-5000688-Rechargeable-Batteries/dp/B00E3DVQFS/ref=sr_1_274?qid=1672903008&s=computers&sr=1-274,https://m.media-amazon.com/images/I/41PBiq0KGUL._SX300_SY300_QL70_FMwebp_.jpg
B0B4HJNPV4,pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable; ...,Consumer Electronics,0,US,1,4.99,1.1,1.1,54,269.46,62.64,23.2,3.9,1075,2,7,Amazon FBA,0,0,https://www.amazon.in/pTron-3-5Amps-Charging-480Mbps-Smartphones/dp/B0B4HJNPV4/ref=sr_1_275?qid=1672903008&s=computers&sr=1-275,https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg
B00BN5SNF0,ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries; Low Self Discharge; AA 1000mAh Ni-CD...,Consumer Electronics,0,EU,2,4.99,1.21,1.21,212,1057.88,116.6,11.0,3.9,13971,3,8,Amazon FBA,0,0,https://www.amazon.in/Envie-1000-4PL-Ni-CD-Rechargeable/dp/B00BN5SNF0/ref=sr_1_276?qid=1672903008&s=computers&sr=1-276,https://m.media-amazon.com/images/I/41tcZ6fcJML._SX300_SY300_QL70_FMwebp_.jpg
B09SGGRKV8,ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling; Volume ...,Consumer Electronics,0,UK,3,4.5,1.15,1.15,73,328.5,7.3,2.2,3.6,2492,3,7,Amazon FBA,0,0,https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGGRKV8/ref=sr_1_278?qid=1672903008&s=computers&sr=1-278,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31CndDabh2L._SX300_SY300_QL70_FMwebp_.jpg
B07XLCFSSN,Amazonbasics Nylon Braided Usb-C To Lightning Cable; Fast Charging Mfi Certified Smartp...,Consumer Electronics,0,UAE,4,39.78,11.88,11.88,204,8115.12,791.52,9.8,4.4,13552,3,9,Amazon FBA,0,0,https://www.amazon.in/AmazonBasics-Apple-Certified-Lightning-Charging/dp/B07XLCFSSN/ref=sr_1_279?qid=1672903008&s=computers&sr=1-279,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/3183iGEWksL._SX300_SY300_QL70_FMwebp_.jpg
B09RZS1NQT,Sounce 65W OnePlus Dash Warp Charge Cable; 6.5A Type-C to USB C PD Data Sync Fast Charg...,Consumer Electronics,0,IN,0,199.0,52.73,52.73,29,5771.0,1305.29,22.6,4.0,575,5,7,Amazon FBA,0,0,https://www.amazon.in/Sounce-Type-C-Compatible-Smartphone-Charging/dp/B09RZS1NQT/ref=sr_1_280?qid=1672903008&s=computers&sr=1-280,https://m.media-amazon.com/images/I/41P2EdQI1ZL._SY445_SX342_QL70_FMwebp_.jpg
B084BR3QX8,LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M,Consumer Electronics,0,US,1,4.99,1.14,1.14,73,364.27,82.49,22.6,3.5,2523,1,6,Amazon FBA,0,0,https://www.amazon.in/LS-LAPSTER-Accessories-Adapter-Recorder/dp/B084BR3QX8/ref=sr_1_282?qid=1672903008&s=computers&sr=1-282,https://m.media-amazon.com/images/I/41Cdc4mU7RL._SX300_SY300_QL70_FMwebp_.jpg
B09VC2D2WG,Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area; ...,Consumer Electronics,0,EU,2,5.21,0.99,0.99,29,151.09,24.07,15.9,4.1,352,2,8,Amazon FBA,0,0,https://www.amazon.in/Portronics-Ruffpad-Re-Writable-Writing-Battery/dp/B09VC2D2WG/ref=sr_1_283?qid=1672903008&s=computers&sr=1-283,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41t4-FpawsL._SX300_SY300_QL70_FMwebp_.jpg
B09163Q5CD,Verilux® USB C Hub Multiport Adapter- 6 in 1 Portable Aluminum Type C Hub with 4K HDMI ...,Consumer Electronics,0,UK,3,11.3,4.09,4.09,66,745.8,-107.58,-14.4,4.1,1662,3,8,Amazon FBA,0,0,https://www.amazon.in/Verilux%C2%AE-Multiport-Adapter-Portable-Compatible/dp/B09163Q5CD/ref=sr_1_284?qid=1672903008&s=computers&sr=1-284,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41qTZXl3KaL._SX300_SY300_QL70_FMwebp_.jpg
